,Unnamed: 0,id,original_tweet,tweet,lat,lng,place,date,sentiment,cleaned_tweet,mentions
857,857,1479696191038230528,"Then, based on your hypothesis, we should just open our international borders now and create even more chaos and stress on our medical facilities.😳",based hypothesis open international borders create even chaos stress medical facilities,-31.9522,115.8589,Western Australia,2022-01-08 17:07:18,0,based hypothesis open international create even chaos stress medical,set()
858,858,1479702278370070528,"@Lexirocksss Stay safe! There will be many press &amp; JD fans there from all over the world Be careful, wear a mask, wash your hands, use sanitizer Vaccine + booster Perhaps Covid will have been and gone by then? We can hope Wish I could go 😪",stay safe many press amp jd fans world careful wear mask wash hands use sanitizer vaccine booster perhaps covid gone hope wish could go,-28.0167,153.4,Queensland,2022-01-08 17:31:29,1,stay safe many press world careful wear mask wash use vaccine booster perhaps covid gone hope wish could go,{'@Lexirocksss'}
859,859,1479710363117490176,"Wondering where @RACGP @amapresident stand iro health and safety, ethical work practices, safe and effective care?  Also stress, exhaustion, burnout?  Medical errors and patient safety and clinical governance should not be political footballs  @SafeWork_NSW @WorkSafe_Vic @abc730",wondering stand iro health safety ethical work practices safe effective care also stress exhaustion burnout medical errors patient safety clinical governance political footballs,-37.8136,144.9631,Victoria,2022-01-08 18:03:36,1,wondering stand health safety ethical work safe effective care also stress exhaustion burnout medical patient safety clinical governance political,"{'@abc730', '@WorkSafe_Vic', '@amapresident', '@SafeWork_NSW', '@RACGP'}"
860,860,1479712831893217281,Is it really true that with 2000+ new cases &amp; 6000+ active cases there was no health/govt briefing today #politas,really true new cases amp active cases healthgovt briefing today politas,-42.8806,147.325,Tasmania,2022-01-08 18:13:25,1,really true new active briefing today,set()
861,861,1479721001743126528,@NikkiKn84443633 It was Nikki.😆 We are getting used to them being fizzers...like we don't have a wet season anymore unless a cyclone comes near. Still get Mango Madness waiting for it.😅 Special wishes of health to your G Gdaughter Nikki. 🤗💔💝🤍,nikki getting used fizzerslike dont wet season anymore unless cyclone comes near still get mango madness waiting special wishes health g gdaughter nikki,-16.9303,145.7703,Queensland,2022-01-08 18:45:53,0,getting used dont wet season unless cyclone comes near still get mango madness waiting special health g,{'@NikkiKn84443633'}
862,862,1479721504732450816,@OpinionsfromUK @Jensmit81207590 @UsforThemUK Vaccines don't kill anyone hey🙄,vaccines dont kill anyone hey,-34.9289,138.6011,South Australia,2022-01-08 18:47:53,1,dont kill anyone hey,"{'@OpinionsfromUK', '@Jensmit81207590', '@UsforThemUK'}"
863,863,1479726965565263872,JUST IN: Public Health Tasmania says a child is being treated in the Royal Hobart hospital for covid-19 and is currently receiving oxygen to help them recover from the virus. #covid19tas @abchobart,public health tasmania says child treated royal hoba hospital covidand currently receiving oxygen help recover virus,-42.8806,147.325,Tasmania,2022-01-08 19:09:35,0,public health child royal hospital currently oxygen help recover virus,{'@abchobart'}
864,864,1479732720695529472,@caz067 @theage I think the documents produced are a little dodgy and the time frames don't match. I wonder when the independent medical panel reviewed the documents,think documents produced little dodgy time frames dont match wonder independent medical panel reviewed documents,-37.8136,144.9631,Victoria,2022-01-08 19:32:27,0,think produced little dodgy time dont match wonder independent medical panel,"{'@caz067', '@theage'}"
865,865,1479733322221719554,@daisymay4263 They could be putting covid in the vaccine.,could putting covid vaccine,-28.0167,153.4,Queensland,2022-01-08 19:34:50,0,could covid vaccine,{'@daisymay4263'}
866,866,1479745039731335171,I'm really struggling with my body temperature control issues due to my fibromyalgia at the moment. What I am mostly concerned about is when I wear masks for shops/medical appointments &amp; work. They get wet within minutes so need to change. I use a sweat band. Any ideas?,im really struggling body temperature control issues due fibromyalgia moment mostly concerned wear masks shopsmedical appointments amp work get wet within minutes need change use sweat band ideas,-37.8136,144.9631,Victoria,2022-01-08 20:21:24,0,really struggling body temperature control due moment mostly concerned wear work get wet within need change use sweat band,set()
867,867,1479750573414961155,"@Vic_Rollison @suzanne_cass Well he is there because some one stuffed up with his medical exemption to come into the country. Those others either over stayed visa, arrived undocumented either way they could return to there own country of their own free will.",well one stuffed medical exemption come country others either stayed visa arrived undocumented either way could return country free,-34.4331,150.8831,New South Wales,2022-01-08 20:43:23,1,well one stuffed medical exemption come country either stayed visa undocumented either way could return country free,"{'@suzanne_cass', '@Vic_Rollison'}"
868,868,1479753563152678912,@cnni Medical exemption granted by Tennis Australia.,medical exemption granted tennis australia,-37.8136,144.9631,Victoria,2022-01-08 20:55:16,0,medical exemption tennis,{'@cnni'}
869,869,1479754651100606465,"@The__Trojan @amapresident @nick_coatsworth Yes he's being very unprofessional. Sticking the knife into other, more capable, health practitioners.",yes hes unprofessional sticking knife capable health practitioners,-42.8806,147.325,Tasmania,2022-01-08 20:59:35,0,yes unprofessional sticking knife capable health,"{'@nick_coatsworth', '@The__Trojan', '@amapresident'}"
870,870,1479755295651811329,"""Alexa, show me an unethical medical professional?"" 🤔",alexa show unethical medical professional,-34.4331,150.8831,New South Wales,2022-01-08 21:02:09,0,show unethical medical professional,set()
871,871,1479755539743580163,"@grumpy_oldmanme @CmonMick @lt_mac @alexmitchy_ The reduction in hospitalisation and ICU admissions is the weakness of the Omicron variant. Which is many times less serious than Delta,  which was many times less serious than the strain before that. Nothing at all to do with the vaccine working 🤣🤣🤣",reduction hospitalisation icu admissions weakness omicron variant many times less serious delta many times less serious strain nothing vaccine working,-28.0167,153.4,Queensland,2022-01-08 21:03:07,0,reduction weakness omicron variant many times less serious delta many times less serious strain nothing vaccine working,"{'@grumpy_oldmanme', '@lt_mac', '@CmonMick', '@alexmitchy_'}"
872,872,1479759036992028672,"@CovidTasmania from the ~6,500 confirmed cases of Covid-19, we currently have a total of 10 people in hospital (0.0018% of the population), and zero in ICU.  Are there stats on these 10 people on their age, vaccination status, pre-existing health issues etc?",confirmed cases covid currently total people hospital population zero icu stats people age vaccination status preexisting health issues etc,-42.8806,147.325,Tasmania,2022-01-08 21:17:01,0,confirmed covid currently total people hospital population zero people age vaccination status health,{'@CovidTasmania'}
873,873,1479766140763054080,@RiskDiversity @daninmelbourne @vanbadham They need the medical staff to look after COVID patients.  Not sure you want 'DJ Mick' looking after you.,need medical staff look covid patients sure want dj mick looking,-37.8136,144.9631,Victoria,2022-01-08 21:45:15,0,need medical staff look covid sure want mick looking,"{'@vanbadham', '@daninmelbourne', '@RiskDiversity'}"
874,874,1479768906545778691,@last_jones @mireelr @Magpie1954nBird Just makes it difficult- I’m not the only one with medical probs being affected... trying not to sound like a victim,makes difficult im one medical probs affected trying sound like victim,-34.9289,138.6011,South Australia,2022-01-08 21:56:14,0,difficult one medical affected trying sound like victim,"{'@mireelr', '@Magpie1954nBird', '@last_jones'}"
875,875,1479773439086919680,@juliakretz @EddieSynot I'm more curious about the balance of convenience here - if a complex or lengthy trial were to ensue - for injunction.      I imagine very few in immigration detention are released except for medical emergency.  But he has QCs coming out his rear and arguments about unusual harm.,im curious balance convenience complex lengthy trial ensue injunction imagine immigration detention released except medical emergency qcs coming rear arguments unusual harm,-27.5667,151.95,Queensland,2022-01-08 22:14:15,0,curious balance convenience complex lengthy trial ensue injunction imagine immigration detention except medical emergency coming rear unusual harm,"{'@EddieSynot', '@juliakretz'}"
